response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"NO";34;1;0;"Kingsville";34;"M";0;0;0;28;29880.000000;"M";5;23;"36";7;0;0;0;20;50;0.000000
"NO";38;8;0;"Queensbury";38;"F";0;0;0;61;29891.000000;"M";7;17;"24";1;3;0;0;3;35;0.000000
"NO";24;0;0;"Foxton";24;"M";0;0;0;64;29901.000000;"S";4;13;"24";1;0;0;0;9;26;0.000000
"NO";19;0;0;"Kingsville";19;"M";0;0;0;47;29936.000000;"S";6;31;"36";4;0;0;0;14;38;0.000000
"NO";31;3;0;"Princeton";31;"M";0;0;0;61;29889.000000;"S";4;0;"12";1;0;0;0;10;28;0.000000
"NO";32;3;0;"Princeton";32;"F";0;0;0;65;29916.000000;"U";7;0;"12";0;0;0;0;5;29;0.000000
"NO";36;13;49;"Queensbury";36;"F";0;0;0;52;29903.000000;"M";2;25;"36";3;3;4;1;11;36;9.678320
"NO";37;9;444;"Princeton";37;"M";0;0;0;52;29903.000000;"S";2;19;"24";3;1;2;2;11;36;8.922320
"NO";47;17;0;"Queensbury";47;"M";0;0;0;63;29924.000000;"U";7;-4;"0";1;1;0;0;6;30;0.000000
"NO";47;19;363;"Foxton";47;"M";0;0;0;63;29924.000000;"S";6;35;"36";1;1;2;1;6;30;7.649000
"NO";46;14;0;"Catburg";46;"F";0;0;0;63;29924.000000;"M";7;-2;"0";1;1;0;0;6;30;0.000000
"NO";46;17;1079;"Foxton";46;"F";0;0;0;52;29913.000000;"U";7;32;"36";3;0;0;4;14;33;13.937900
"NO";36;4;0;"Foxton";36;"F";0;0;0;52;29913.000000;"U";7;19;"24";3;1;0;0;14;33;0.000000
"NO";36;10;0;"Ravensville";36;"F";0;0;0;37;29906.000000;"M";5;-4;"0";5;1;0;0;14;47;0.000000
"NO";53;23;0;"Kingsville";53;"F";0;0;0;45;29882.000000;"M";5;7;"12";4;1;0;0;13;40;0.000000
"NO";37;5;113;"Queensbury";37;"F";0;0;0;66;29913.000000;"M";3;10;"12";0;2;1;1;7;26;9.066660
"NO";31;1;0;"Kingsville";31;"F";0;0;0;41;29924.000000;"M";7;31;"36";5;1;0;0;16;42;0.000000
"NO";31;2;63;"Catburg";31;"F";0;0;0;47;29865.000000;"U";6;36;"48";4;1;4;2;7;45;11.056000
"NO";27;0;0;"Queensbury";27;"M";0;0;0;65;29874.000000;"S";6;17;"24";0;1;0;0;9;25;0.000000
"NO";73;39;388;"Princeton";73;"F";1;0;0;75;29868.000000;"S";6;27;"36";0;1;4;1;14;9;8.915670
"NO";45;13;199;"Ravensville";45;"F";0;0;0;49;29863.000000;"M";6;17;"24";3;4;3;1;6;43;7.799000
"NO";44;20;92;"Ravensville";44;"F";0;0;0;53;29928.000000;"M";1;20;"24";2;0;3;2;8;38;10.919300
"NO";44;12;0;"Foxton";44;"M";0;0;0;67;29908.000000;"S";3;-5;"0";0;0;0;0;13;18;0.000000
"NO";49;17;0;"Princeton";49;"M";0;0;0;42;29942.000000;"M";7;9;"12";4;1;0;0;14;42;0.000000
"NO";44;13;96;"Queensbury";44;"F";0;0;0;56;29874.000000;"U";2;14;"24";2;2;4;1;8;34;8.089000
"NO";31;2;76;"Ravensville";31;"M";0;0;0;53;29924.000000;"S";6;33;"36";2;0;4;1;7;38;10.935700
"NO";42;16;0;"Foxton";42;"F";0;0;0;53;29924.000000;"S";6;38;"48";2;1;0;0;7;38;0.000000
"NO";41;14;0;"Catburg";41;"M";0;0;0;43;29898.000000;"U";3;18;"24";4;3;0;0;9;46;0.000000
"NO";42;12;0;"Ravensville";42;"F";0;0;0;43;29898.000000;"S";3;26;"36";4;0;0;0;9;46;0.000000
"NO";36;10;0;"Kingsville";36;"F";0;0;0;50;29939.000000;"M";5;10;"12";3;1;0;0;9;39;0.000000
"NO";35;8;0;"Foxton";35;"F";0;0;0;56;30024.000000;"M";6;13;"24";2;1;0;0;14;29;0.000000
"NO";47;17;97;"Catburg";47;"F";0;0;0;41;29956.000000;"M";5;14;"24";4;1;4;3;11;46;11.351600
"NO";31;0;238;"Kingsville";31;"F";0;0;0;68;29955.000000;"S";3;33;"36";0;0;6;4;12;19;11.038000
"NO";46;19;0;"Ravensville";46;"M";0;0;0;51;29986.000000;"M";5;-5;"0";3;4;0;0;15;32;0.000000
"NO";47;19;0;"Ravensville";47;"F";0;0;0;64;30016.000000;"U";5;14;"24";0;0;0;0;14;21;0.000000
"NO";29;0;399;"Kingsville";29;"M";0;0;0;64;29964.000000;"S";7;35;"36";1;0;4;1;7;28;7.665670
"NO";43;12;363;"Queensbury";43;"M";0;0;0;59;30029.000000;"U";3;23;"24";1;0;1;1;8;32;7.515670
"NO";46;14;0;"Foxton";46;"M";0;0;0;51;30000.000000;"M";3;-2;"0";3;1;0;0;11;37;0.000000
"NO";37;10;0;"Foxton";37;"M";0;0;0;69;29994.000000;"M";7;13;"24";0;1;0;0;6;24;0.000000
"NO";34;2;0;"Kingsville";34;"F";0;0;0;69;29968.000000;"M";5;38;"48";0;1;0;0;10;19;0.000000
"NO";34;4;0;"Ravensville";34;"M";0;0;0;58;30033.000000;"S";4;26;"36";1;0;0;0;12;28;0.000000
"SI";41;11;124;"Foxton";41;"M";0;0;0;60;29982.000000;"U";4;25;"36";1;0;3;1;13;26;7.452330
"NO";55;25;167;"Princeton";55;"F";0;0;0;52;29996.000000;"U";4;32;"36";3;1;4;1;15;32;7.982330
"SI";46;17;586;"Catburg";46;"M";0;0;0;63;30029.000000;"S";6;14;"24";1;1;2;2;9;27;9.491330
"NO";31;5;0;"Queensbury";31;"M";0;1;0;63;30029.000000;"U";6;35;"36";1;3;0;0;9;27;0.000000
"NO";32;4;0;"Catburg";32;"M";0;0;0;71;29986.000000;"S";7;26;"36";0;2;0;0;12;16;0.000000
"NO";46;17;91;"Foxton";46;"M";0;0;0;71;30049.000000;"S";2;39;"48";0;0;5;3;12;15;11.278500
"NO";26;0;0;"Princeton";26;"M";0;1;0;63;29988.000000;"S";2;-4;"0";1;7;0;0;7;28;0.000000
"NO";36;8;219;"Catburg";36;"F";0;0;0;56;29970.000000;"S";7;39;"48";2;0;3;1;8;35;11.399000
"NO";33;0;1082;"Kingsville";33;"M";0;0;0;60;29956.000000;"S";4;40;"48";1;1;0;5;9;29;12.415300
"SI";46;11;182;"Foxton";46;"M";0;0;0;40;30028.000000;"M";7;38;"48";5;1;3;1;9;50;12.992300
"NO";51;20;0;"Kingsville";51;"F";0;0;0;40;30028.000000;"M";6;7;"12";5;1;0;0;9;50;0.000000
"NO";52;23;323;"Ravensville";52;"M";0;0;0;61;29962.000000;"M";6;39;"48";1;0;3;1;7;30;9.732330
"NO";57;28;0;"Queensbury";57;"F";0;0;0;61;29962.000000;"S";6;9;"12";1;2;0;0;7;30;0.000000
"NO";41;11;0;"Catburg";41;"F";0;0;0;53;29959.000000;"U";5;39;"48";2;1;0;0;10;35;0.000000
"NO";36;5;0;"Ravensville";36;"F";0;0;0;53;29959.000000;"S";5;22;"24";2;0;0;0;10;35;0.000000
"NO";56;32;104;"Catburg";56;"M";0;0;0;34;29969.000000;"M";3;7;"12";6;1;2;1;20;45;9.299000
"NO";32;3;0;"Kingsville";32;"F";0;0;0;34;29969.000000;"S";4;14;"24";6;0;0;0;20;45;0.000000
"NO";27;0;211;"Foxton";27;"M";0;0;0;39;30013.000000;"S";5;32;"36";5;0;4;3;13;47;10.626300
"NO";19;0;0;"Queensbury";19;"M";0;0;0;39;30013.000000;"S";5;15;"24";5;0;0;0;13;47;0.000000
"NO";54;25;0;"Queensbury";54;"F";0;0;0;56;29991.000000;"U";5;23;"36";2;0;0;0;11;31;0.000000
"SI";36;6;154;"Ravensville";36;"M";0;0;0;48;29968.000000;"S";5;35;"36";3;2;3;2;11;40;8.334980
"NO";58;25;0;"Queensbury";58;"M";0;0;0;48;29968.000000;"U";4;26;"36";3;0;0;0;11;40;0.000000
"NO";29;0;0;"Queensbury";29;"F";0;0;0;60;29984.000000;"S";5;31;"36";2;0;0;0;10;28;0.000000
"NO";18;0;0;"Ravensville";18;"F";0;0;0;28;29968.000000;"S";4;38;"48";7;1;0;0;13;58;0.000000
"NO";22;0;224;"Kingsville";22;"F";0;0;0;70;30037.000000;"S";3;11;"24";0;1;4;2;9;20;12.836300
"NO";67;38;0;"Queensbury";67;"M";0;0;0;41;29990.000000;"U";3;9;"12";5;0;0;0;6;52;0.000000
"SI";36;5;327;"Princeton";36;"F";0;0;0;51;30010.000000;"S";2;11;"12";3;0;4;3;23;24;10.860300
"NO";26;0;240;"Queensbury";26;"F";0;0;0;24;29966.000000;"S";6;22;"24";7;2;3;2;10;65;12.951300
"NO";51;22;0;"Queensbury";51;"F";0;0;0;24;29966.000000;"M";5;14;"24";7;0;0;0;10;65;0.000000
"NO";46;16;0;"Kingsville";46;"M";0;0;0;42;30024.000000;"U";2;27;"36";4;1;0;0;14;43;0.000000
"NO";30;1;72;"Queensbury";30;"M";0;0;0;42;29968.000000;"U";6;21;"24";4;0;3;1;12;45;9.235670
"NO";44;13;0;"Kingsville";44;"F";0;0;0;39;30037.000000;"U";7;18;"24";5;1;0;0;16;44;0.000000
"NO";26;0;0;"Princeton";26;"M";0;0;0;41;29953.000000;"S";7;36;"48";5;0;0;0;26;32;0.000000
"NO";46;18;323;"Foxton";46;"F";0;0;0;49;30015.000000;"M";5;37;"48";3;1;4;2;14;35;10.540300
"NO";47;16;99;"Ravensville";47;"F";0;0;0;71;29956.000000;"S";2;6;"12";0;1;3;1;11;17;10.022300
"NO";38;4;0;"Princeton";38;"F";0;0;0;57;29971.000000;"M";2;24;"36";2;2;0;0;10;31;0.000000
"NO";32;6;68;"Catburg";32;"F";0;0;0;52;30018.000000;"S";5;36;"48";3;0;3;1;8;39;11.430700
"NO";16;0;0;"Catburg";16;"F";0;0;0;61;29992.000000;"S";3;8;"12";1;0;0;0;11;26;0.000000
"NO";40;8;0;"Catburg";40;"F";0;0;0;44;30014.000000;"S";3;-6;"0";4;0;0;0;12;42;0.000000
"SI";41;11;53;"Foxton";41;"F";0;0;0;59;29998.000000;"M";5;35;"36";1;1;3;1;13;26;10.182300
"NO";26;1;0;"Queensbury";26;"F";0;0;0;59;29998.000000;"U";5;14;"24";1;1;0;0;13;26;0.000000
"NO";38;10;0;"Ravensville";38;"M";0;0;0;59;29998.000000;"S";5;15;"24";1;0;0;0;13;26;0.000000
"NO";38;11;275;"Foxton";38;"M";0;0;0;58;29958.000000;"S";6;20;"24";2;0;2;1;12;29;10.359000
"NO";41;9;0;"Catburg";41;"F";0;0;0;56;29997.000000;"U";4;17;"24";2;0;0;0;7;36;0.000000
"SI";33;9;74;"Catburg";33;"F";0;0;0;36;30035.000000;"U";3;8;"12";5;4;3;2;7;55;11.170000
"NO";43;14;0;"Kingsville";43;"F";0;0;0;36;30035.000000;"U";3;-4;"0";5;0;0;0;7;55;0.000000
"NO";46;18;0;"Kingsville";46;"M";0;0;0;53;30014.000000;"S";3;20;"24";3;1;0;0;15;31;0.000000
"NO";62;34;828;"Foxton";62;"F";0;0;0;57;29996.000000;"U";2;9;"12";2;2;3;2;7;34;8.921330
"NO";43;13;0;"Princeton";43;"F";0;0;0;57;29996.000000;"S";3;6;"12";2;0;0;0;7;34;0.000000
"NO";40;11;0;"Queensbury";40;"F";0;0;0;39;29951.000000;"S";3;7;"12";5;0;0;0;19;41;0.000000
"NO";28;0;0;"Ravensville";28;"F";0;0;0;46;30036.000000;"S";6;16;"24";4;1;0;0;14;39;0.000000
"SI";53;25;573;"Catburg";53;"M";0;0;0;64;30008.000000;"M";4;22;"24";0;2;2;2;11;23;9.606330
"NO";54;24;0;"Queensbury";54;"F";0;0;0;64;30008.000000;"S";4;28;"36";0;1;0;0;11;23;0.000000
"NO";31;0;0;"Foxton";31;"M";0;0;0;74;29999.000000;"S";6;34;"36";0;3;0;0;12;13;0.000000
"NO";29;0;0;"Princeton";29;"F";0;0;0;59;30003.000000;"S";3;-6;"0";1;0;0;0;9;30;0.000000
"NO";59;31;0;"Foxton";59;"M";0;0;0;63;30035.000000;"S";3;39;"48";1;0;0;0;13;23;0.000000
"NO";34;5;0;"Queensbury";34;"M";0;0;0;36;30047.000000;"U";3;26;"36";5;2;0;0;14;49;0.000000
"NO";20;0;0;"Ravensville";20;"F";0;0;0;44;30046.000000;"S";4;29;"36";4;0;0;0;9;46;0.000000
"NO";57;32;194;"Ravensville";57;"M";0;0;0;56;30006.000000;"S";2;11;"24";2;0;3;1;10;32;8.079000
"NO";46;17;0;"Princeton";46;"M";0;0;0;43;29982.000000;"M";6;36;"48";4;1;0;0;18;37;0.000000
"NO";66;35;0;"Queensbury";66;"M";0;0;0;59;30020.000000;"U";2;-3;"0";2;2;0;0;12;28;0.000000
"NO";36;12;538;"Catburg";36;"M";0;0;0;45;30041.000000;"U";4;26;"36";4;0;5;2;11;43;12.831300
"NO";47;21;0;"Queensbury";47;"F";0;0;0;45;30041.000000;"M";3;26;"36";4;2;0;0;11;43;0.000000
"NO";36;7;73;"Kingsville";36;"F";0;0;0;58;29955.000000;"S";3;13;"24";2;0;3;1;19;22;8.335670
"NO";32;3;0;"Catburg";32;"F";0;0;0;63;30022.000000;"U";6;-2;"0";0;0;0;0;9;26;0.000000
"NO";47;17;0;"Ravensville";47;"F";0;0;0;58;30013.000000;"M";3;-1;"0";2;4;0;0;13;28;0.000000
"NO";31;0;463;"Queensbury";31;"F";0;0;0;64;30090.000000;"S";5;17;"24";1;1;1;1;11;24;7.782330
"NO";34;4;0;"Kingsville";34;"M";0;0;0;40;30063.000000;"U";6;40;"48";5;0;0;0;12;47;0.000000
"NO";47;19;73;"Princeton";47;"M";0;0;0;60;30079.000000;"S";1;19;"24";1;0;1;1;10;29;10.970000
"NO";34;5;0;"Ravensville";34;"F";0;0;0;57;30063.000000;"U";2;29;"36";2;1;0;0;11;30;0.000000
"NO";53;25;166;"Queensbury";53;"F";0;0;0;52;30138.000000;"M";3;30;"36";3;1;3;1;12;34;9.292330
"NO";41;10;144;"Ravensville";41;"F";0;0;0;48;30102.000000;"U";4;21;"24";3;0;5;2;16;35;8.968310
"NO";56;30;262;"Kingsville";56;"F";0;0;0;64;30141.000000;"M";3;12;"24";1;2;1;1;11;24;7.682330
"NO";20;0;0;"Ravensville";20;"M";0;0;0;51;30149.000000;"S";2;18;"24";3;3;0;0;17;31;0.000000
"NO";46;16;614;"Princeton";46;"F";0;0;0;46;30112.000000;"U";3;6;"12";4;0;4;4;11;41;11.190000
"NO";33;3;439;"Foxton";33;"M";0;0;0;53;30069.000000;"M";3;40;"48";2;0;3;3;15;30;11.065600
"NO";62;35;353;"Ravensville";62;"F";0;0;0;53;30069.000000;"M";2;6;"12";2;1;1;1;15;30;10.615700
"NO";25;0;0;"Foxton";25;"M";0;0;0;51;30069.000000;"S";4;40;"48";3;0;0;0;11;36;0.000000
"NO";36;8;0;"Catburg";36;"F";0;0;0;48;30150.000000;"M";7;23;"36";3;3;0;0;12;38;0.000000
"NO";39;10;0;"Ravensville";39;"F";0;0;0;48;30150.000000;"S";7;-5;"0";3;3;0;0;12;38;0.000000
"NO";62;32;451;"Queensbury";62;"M";0;0;0;64;30060.000000;"M";1;12;"24";1;6;5;5;3;31;11.712600
"SI";57;30;208;"Queensbury";57;"M";0;0;0;56;30148.000000;"U";3;22;"24";2;1;3;2;5;38;9.008000
"NO";36;5;0;"Catburg";36;"M";0;0;0;73;30063.000000;"U";4;23;"36";0;0;0;0;11;15;0.000000
"NO";48;19;152;"Princeton";48;"F";0;0;0;58;30068.000000;"U";3;21;"24";2;0;3;1;2;38;7.549990
"NO";39;10;202;"Queensbury";39;"F";0;0;0;66;30059.000000;"S";6;41;"48";0;3;4;2;14;18;10.898000
"SI";30;1;135;"Princeton";30;"F";0;0;0;53;30077.000000;"U";2;36;"48";2;0;2;1;14;31;8.119990
"NO";29;1;0;"Catburg";29;"F";0;1;0;66;30077.000000;"U";2;-2;"0";0;3;1;0;16;17;0.000000
"NO";31;3;0;"Princeton";31;"F";0;0;0;55;30145.000000;"U";7;33;"36";2;0;0;0;9;34;0.000000
"NO";31;3;137;"Ravensville";31;"M";0;0;0;55;30112.000000;"S";4;10;"12";2;4;3;1;8;36;8.385670
"NO";38;9;0;"Foxton";38;"F";0;0;0;55;30107.000000;"U";4;-5;"0";2;3;0;0;11;33;0.000000
"NO";26;0;0;"Ravensville";26;"M";0;0;0;68;30239.000000;"S";4;11;"24";0;0;0;0;10;20;0.000000
"NO";38;10;0;"Foxton";38;"M";0;0;0;63;30229.000000;"M";3;5;"12";1;2;0;0;10;26;0.000000
"NO";64;37;65;"Princeton";64;"F";0;0;0;58;30167.000000;"U";1;8;"12";2;1;4;2;10;30;11.431600
"NO";38;7;121;"Princeton";38;"F";0;0;0;53;30232.000000;"S";3;28;"36";2;0;2;2;5;41;8.647280
"NO";56;28;0;"Catburg";56;"F";0;0;0;55;30160.000000;"U";5;13;"24";2;2;0;0;5;38;0.000000
"NO";48;24;0;"Foxton";48;"F";0;0;0;58;30234.000000;"S";6;26;"36";2;1;0;0;8;33;0.000000
"SI";51;18;148;"Queensbury";51;"M";0;0;0;73;30242.000000;"U";4;14;"24";0;1;2;1;10;15;10.395700
"NO";34;2;0;"Catburg";34;"F";0;0;0;49;30181.000000;"S";5;8;"12";3;3;0;0;11;39;0.000000
"NO";55;29;173;"Princeton";55;"F";0;0;0;65;30242.000000;"S";5;7;"12";1;0;6;3;9;25;10.093300
"NO";14;0;467;"Queensbury";14;"F";0;0;0;37;30207.000000;"S";4;13;"24";5;0;3;1;17;45;7.649000
"NO";40;9;0;"Queensbury";40;"F";0;0;0;57;30235.000000;"U";6;33;"36";2;1;0;0;9;33;0.000000
"NO";34;5;0;"Ravensville";34;"F";0;0;0;37;30200.000000;"U";4;12;"24";5;0;0;0;13;49;0.000000
"NO";34;4;267;"Queensbury";34;"M";0;0;0;60;30209.000000;"S";2;34;"36";1;1;2;1;11;28;10.459000
"NO";46;15;0;"Foxton";46;"F";0;0;0;35;30320.000000;"M";4;38;"48";6;1;0;0;13;51;0.000000
"NO";39;8;38;"Ravensville";39;"M";0;0;0;52;30264.000000;"S";2;31;"36";3;0;2;1;11;35;9.501620
"NO";52;22;0;"Kingsville";52;"F";0;0;0;53;30268.000000;"S";3;-5;"0";3;3;0;0;11;35;0.000000
"NO";37;8;0;"Kingsville";37;"M";0;0;0;52;30298.000000;"U";4;-2;"0";3;0;0;0;11;36;0.000000
"NO";38;7;0;"Catburg";38;"F";0;0;0;48;30339.000000;"S";4;29;"36";3;0;0;0;12;39;0.000000
"NO";28;0;0;"Queensbury";28;"F";0;0;0;60;30287.000000;"S";5;7;"12";1;2;0;0;12;27;0.000000
"NO";47;18;0;"Foxton";47;"M";0;0;0;61;30268.000000;"S";3;-2;"0";1;0;0;0;15;23;0.000000
"NO";60;31;78;"Ravensville";60;"F";0;0;0;53;30302.000000;"M";3;30;"36";2;4;2;1;11;35;10.869000
"NO";28;0;0;"Foxton";28;"F";0;0;0;41;30303.000000;"S";7;24;"36";5;0;0;0;14;44;0.000000
"NO";43;15;213;"Kingsville";43;"F";0;0;0;60;30265.000000;"U";2;34;"36";1;3;3;2;7;32;10.546300
"NO";30;3;0;"Ravensville";30;"F";0;0;0;57;30298.000000;"S";6;20;"24";2;7;0;0;12;30;0.000000
"NO";50;21;299;"Ravensville";50;"F";0;0;0;57;30312.000000;"M";6;32;"36";2;0;3;2;14;28;8.778990
"NO";25;0;268;"Catburg";25;"F";0;0;0;64;30297.000000;"S";4;21;"24";1;2;2;1;6;28;7.905670
"NO";41;9;0;"Princeton";41;"M";0;0;0;57;30298.000000;"M";5;-5;"0";2;1;0;0;11;30;0.000000
"NO";29;0;0;"Catburg";29;"M";0;0;0;67;30264.000000;"S";4;39;"48";0;0;0;0;13;19;0.000000
"NO";59;32;289;"Catburg";59;"F";0;1;0;54;30282.000000;"M";5;41;"48";2;0;3;3;7;38;9.831650
"NO";39;9;101;"Ravensville";39;"M";0;0;0;54;30306.000000;"U";3;30;"36";2;0;4;1;5;40;7.594000
"NO";42;10;45;"Queensbury";42;"M";0;0;0;57;30315.000000;"S";4;5;"12";2;2;1;1;11;30;10.073300
"NO";48;20;63;"Ravensville";48;"M";0;0;0;56;30264.000000;"U";5;33;"36";2;0;1;1;11;31;10.293300
"NO";27;0;197;"Princeton";27;"F";0;0;0;61;30320.000000;"S";3;25;"36";1;2;4;3;13;25;9.340650
"SI";41;12;299;"Queensbury";41;"F";0;0;0;63;30361.000000;"S";4;36;"48";1;0;4;1;5;31;10.032300
"NO";33;2;278;"Princeton";33;"M";0;0;0;69;30423.000000;"S";6;16;"24";0;0;4;3;9;20;9.714650
"NO";33;1;456;"Princeton";33;"M";0;0;0;40;30383.000000;"S";3;37;"48";5;0;3;3;12;46;9.784660
"NO";42;12;0;"Foxton";42;"M";0;0;0;42;30378.000000;"U";6;0;"12";4;0;0;0;18;38;0.000000
"NO";27;0;0;"Ravensville";27;"F";0;0;0;61;30367.000000;"S";6;7;"12";1;2;0;0;3;34;0.000000
"NO";32;3;402;"Kingsville";32;"F";0;0;0;65;30391.000000;"S";2;16;"24";1;7;4;1;8;25;7.682330
"SI";45;11;131;"Princeton";45;"M";0;0;0;65;30391.000000;"S";2;32;"36";1;1;4;3;8;25;10.664300
"NO";47;21;0;"Kingsville";47;"M";0;0;0;53;30373.000000;"M";2;18;"24";2;1;0;0;14;31;0.000000
"NO";44;17;0;"Queensbury";44;"M";0;0;0;68;30373.000000;"M";4;7;"12";0;0;0;0;7;23;0.000000
"NO";35;7;0;"Ravensville";35;"M";0;0;0;54;30387.000000;"M";3;15;"24";2;3;0;0;9;35;0.000000
"NO";33;3;0;"Princeton";33;"M";0;0;0;58;30444.000000;"M";6;-3;"0";2;2;0;0;19;22;0.000000
"NO";23;0;526;"Foxton";23;"M";0;0;0;69;30380.000000;"S";2;10;"12";0;1;3;3;4;25;10.362200
"NO";41;8;0;"Princeton";41;"M";0;0;0;54;30443.000000;"S";2;28;"36";2;0;0;0;11;34;0.000000
"NO";36;6;0;"Princeton";36;"F";0;0;0;54;30507.000000;"M";4;27;"36";2;1;0;0;11;33;0.000000
"NO";50;20;0;"Princeton";50;"M";0;0;0;47;30545.000000;"S";1;-1;"0";3;1;0;0;11;40;0.000000
"NO";32;2;0;"Ravensville";32;"M";0;0;0;58;30488.000000;"M";6;18;"24";2;1;0;0;7;33;0.000000
"NO";25;0;600;"Foxton";25;"F";0;0;0;38;30524.000000;"S";6;13;"24";5;1;5;5;14;47;13.888800
"NO";35;3;0;"Kingsville";35;"F";0;0;0;67;30499.000000;"M";2;-6;"0";0;1;0;0;8;23;0.000000
"NO";30;3;791;"Catburg";30;"M";0;0;0;67;30499.000000;"S";2;39;"48";0;1;6;3;8;23;11.765300
"NO";31;7;0;"Kingsville";31;"F";0;0;0;57;30466.000000;"M";4;12;"24";2;1;0;0;13;29;0.000000
"NO";52;20;0;"Kingsville";52;"F";0;0;0;60;30527.000000;"S";5;-4;"0";1;1;0;0;6;32;0.000000
"NO";33;5;0;"Ravensville";33;"M";0;0;0;58;30530.000000;"U";7;-3;"0";2;0;0;0;11;30;0.000000
"NO";59;30;0;"Catburg";59;"M";0;0;0;60;30541.000000;"U";3;-1;"0";1;0;2;0;12;26;0.000000
"NO";53;25;129;"Ravensville";53;"M";0;0;0;53;30456.000000;"M";5;21;"24";2;4;2;2;13;32;10.819000
"NO";36;3;0;"Kingsville";36;"M";0;0;0;56;30528.000000;"S";2;10;"12";2;0;0;0;13;30;0.000000
"NO";38;7;0;"Ravensville";38;"F";0;0;0;66;30474.000000;"M";6;13;"24";0;3;0;0;10;22;0.000000
"NO";50;22;208;"Catburg";50;"F";0;0;0;56;30546.000000;"M";5;38;"48";2;1;3;2;16;26;9.074670
"NO";42;14;0;"Kingsville";42;"F";0;0;0;61;30458.000000;"M";7;19;"24";1;3;0;0;8;30;0.000000
"NO";54;25;0;"Foxton";54;"M";0;0;0;46;30489.000000;"U";6;35;"36";4;0;0;0;13;40;0.000000
"NO";30;2;0;"Queensbury";30;"F";0;0;0;50;30488.000000;"U";6;5;"12";3;4;0;0;14;34;0.000000
"NO";23;0;224;"Ravensville";23;"M";0;0;0;60;30463.000000;"S";7;33;"36";1;2;3;1;8;31;12.052300
"NO";42;12;0;"Princeton";42;"F";0;0;0;41;30470.000000;"S";5;13;"24";4;0;0;0;6;51;0.000000
"SI";24;0;501;"Princeton";24;"M";0;0;0;42;30529.000000;"S";6;8;"12";4;0;0;4;8;48;10.647000
"NO";38;11;0;"Foxton";38;"F";0;0;0;61;30513.000000;"M";3;35;"48";1;2;0;0;12;26;0.000000
"NO";53;28;0;"Queensbury";53;"M";0;0;0;58;30491.000000;"M";2;23;"24";1;1;0;0;13;27;0.000000
"NO";17;0;0;"Ravensville";17;"M";0;0;0;55;30486.000000;"S";6;22;"24";2;0;0;0;11;32;0.000000
"NO";22;0;0;"Princeton";22;"F";0;0;0;49;30544.000000;"S";4;-6;"0";3;0;0;0;12;37;0.000000
"NO";30;0;0;"Queensbury";30;"F";0;0;0;35;30511.000000;"S";5;33;"36";5;0;0;0;14;49;0.000000
"NO";11;0;21;"Foxton";11;"M";0;0;0;45;30516.000000;"S";7;27;"36";4;0;2;1;15;39;9.953320
"NO";19;0;279;"Queensbury";19;"M";0;0;0;48;30506.000000;"S";5;22;"24";3;0;1;1;10;40;12.679000
"SI";32;5;161;"Catburg";32;"M";0;0;0;53;30513.000000;"U";6;24;"36";3;6;3;3;13;33;10.027600
"NO";44;13;228;"Foxton";44;"M";0;0;0;47;30637.000000;"U";6;18;"24";3;2;5;2;12;40;8.975660
"NO";36;11;70;"Princeton";36;"F";0;0;0;50;30633.000000;"M";4;10;"12";3;0;4;3;8;41;11.069000
"NO";49;20;159;"Catburg";49;"F";0;0;0;57;30647.000000;"S";5;37;"48";2;0;3;2;11;31;8.392280
"NO";22;0;659;"Catburg";22;"M";0;0;0;59;30608.000000;"S";7;13;"24";1;1;4;1;9;31;8.192330
"NO";38;14;169;"Kingsville";38;"F";0;0;0;43;30646.000000;"M";4;22;"24";4;2;3;2;9;46;8.619670
"NO";47;17;0;"Kingsville";47;"F";0;0;0;36;30735.000000;"M";5;9;"12";5;1;0;0;12;51;0.000000
"NO";43;11;0;"Ravensville";43;"F";0;0;0;54;30784.000000;"M";3;-2;"0";2;1;0;0;11;34;0.000000
"NO";26;0;0;"Queensbury";26;"F";0;0;0;60;30807.000000;"S";2;-4;"0";1;1;0;0;9;29;0.000000
"NO";55;24;694;"Princeton";55;"M";0;0;0;63;30759.000000;"M";5;31;"36";1;2;1;4;3;33;11.060600
"NO";22;0;360;"Ravensville";22;"M";0;0;0;63;30793.000000;"S";6;36;"48";1;0;4;1;7;28;10.449000
"NO";43;10;0;"Queensbury";43;"F";0;0;0;54;30842.000000;"S";6;-2;"0";2;3;0;0;13;31;0.000000
"NO";47;15;268;"Kingsville";47;"F";0;0;0;47;30782.000000;"U";7;41;"48";3;0;1;1;13;39;7.872330
"NO";31;1;0;"Foxton";31;"M";0;0;0;67;30820.000000;"M";6;-5;"0";0;1;0;0;15;17;0.000000
"NO";49;24;0;"Ravensville";49;"F";0;0;0;68;30833.000000;"U";5;7;"12";0;3;0;0;11;20;0.000000
"NO";33;3;425;"Catburg";33;"M";0;0;0;66;30777.000000;"S";5;36;"48";0;2;4;4;11;21;10.730300
"NO";45;19;0;"Kingsville";45;"M";0;0;0;59;30844.000000;"M";6;-5;"0";2;3;1;0;10;29;0.000000
